ISIN	NCB	ISSUER	Maturity Date	Coupon Rate	Legal Entity ID			
XS1874127811	DE	Siemens Financieringsmaatschappij N.V.	6/09/2023	0,375	TAFO772JB70PDRN5VS48			
XS1874127902	DE	Siemens Financieringsmaatschappij N.V.	6/09/2030	1,375	TAFO772JB70PDRN5VS48			
XS1874128033	DE	Siemens Financieringsmaatschappij N.V.	6/09/2027	1	TAFO772JB70PDRN5VS48			
FR0013357845	FR	Compagnie Generale des Etablissements Michelin, Clermont-Ferrand	3/09/2025	0,875	549300SOSI58J6VIW052			
FR0013357852	FR	Compagnie Generale des Etablissements Michelin, Clermont-Ferrand	3/09/2030	1,75	549300SOSI58J6VIW052			
FR0013357860	FR	Compagnie Generale des Etablissements Michelin, Clermont-Ferrand	3/09/2038	2,5	549300SOSI58J6VIW052			
XS1874122267	FR	Total Capital International S.A.	4/09/2030	1,491	549300U37G2I8G4RUG09			
XS1874122770	FR	Total Capital International S.A.	4/03/2027	1,023	549300U37G2I8G4RUG09			
XS1877846110	ES	Telefonica Emisiones S.A.U.	11/09/2025	1,495	549300Y5MFC4SW5Z3K71			
FR0013359197	FR	Orange S.A.	12/09/2025	1	969500MCOONR8990S771			
FR0013359239	FR	Orange S.A.	12/09/2030	1,875	969500MCOONR8990S771			
XS1877937851	IT	2i Rete Gas S.p.A.	11/09/2025	2,195	549300RV0WBR05UTDI91			
BE0002596741	BE	Elia System Operator S.A./N.V.	5/09/2028	1,5	549300A3EZXECDLW2V25			
XS1823623878	BE	CNH Industrial Finance Euro.SA	19/01/2026	1,875	5493007GVB1I2FDSS786			
XS1877595014	BE	Heineken N.V.	17/03/2031	1,75	724500K5PTPSST86UQ23			
XS1877595444	BE	Heineken N.V.	17/03/2027	1,25	724500K5PTPSST86UQ23			
XS1878190757	ES	Amadeus IT Group SA, Madrid	18/03/2022	0	9598004A3FTY3TEHHN09			
XS1878191052	ES	Amadeus IT Group SA, Madrid	18/09/2023	0,875	9598004A3FTY3TEHHN09			
XS1878191219	ES	Amadeus IT Group SA, Madrid	18/09/2026	1,5	9598004A3FTY3TEHHN09			
XS1577731604	FI	Nokia OYJ	15/03/2024	2	549300A0JPRWG1KI7U06			
XS1624344542	FI	Stora Enso Oyj	7/06/2027	2,5	7437000ZP669LKUTZ738			
FR0013359254	FR	Suez S.A.	17/09/2030	1,625	549300JQIZM6CL7POC81			
XS1881574591	FR	Compagnie de Saint-Gobain S.A.	21/09/2023	0,875	NFONVGN05Z0FMN5PEC35			
XS1881593971	FR	Compagnie de Saint-Gobain S.A.	21/09/2028	1,875	NFONVGN05Z0FMN5PEC35			
XS1881004730	IT	Snam S.p.A.	18/09/2023	1	8156002278562044AF79			
XS1878266326	BE	Stedin Holding N.V.	19/09/2028	1,375	724500R5IP6TFKTNRU48			
XS1882681452	DE	Vier Gas Transport GmbH	25/09/2028	1,5	529900AGED6PJE9AVL37			
XS1888229249	DE	Bertelsmann SE  KGaA	29/09/2025	1,25	5299001BUUGXAREGE533			
XS1888184121	FI	Sampo OYJ	27/09/2030	2,25	743700UF3RL386WIDA22			
FR0013365285	FR	Engie S.A.	19/09/2025	0,875	LAXUQCHT4FH58LRZDY46			
FR0013365293	FR	Engie S.A.	19/09/2033	1,875	LAXUQCHT4FH58LRZDY46			
FR0013367422	FR	Covivio Hotels SACA, Paris	24/09/2025	1,875	969500N2QX5LGFFZ0I67			
XS1881533563	IT	Iren S.p.A.	19/09/2025	1,95	8156001EBD33FD474E60			
XS1828032786	DE	Deutsche Telekom Intl Fin.B.V.	1/12/2025	1,375	529900ERDFHS6C1M4U58			
XS1794354628	FI	Stora Enso Oyj	21/03/2028	2,5	7437000ZP669LKUTZ738			
FR0013369493	FR	Eutelsat S.A.	2/10/2025	2	549300MCOOY1V7P2PG30			
XS1843459600	BE	WPC Eurobond B.V.	9/04/2026	2,25	5493005XDMOLBARL5M14			
XS1893621026	BE	EDP Finance B.V.	13/10/2025	1,875	5299007L43AQDFOW5739			
XS1843459436	DE	Amphenol Technologies Holding GmbH	8/10/2028	2	549300110BRSS7DV8V39			
XS1891195775	FR	Compagnie de Saint-Gobain S.A.	21/09/2028	1,875	NFONVGN05Z0FMN5PEC35			
XS1885608817	DE	Deutsche Bahn Finance B.V.	28/03/2031	1,375	52990002BAIDUAIIYU29			
FR0013368545	FR	Electricité de France (E.D.F.)	2/10/2030	2	549300X3UK4GG3FNMO06			
XS1892117919	BE	Nederlandse Gasunie, N.V.	16/10/2028	1,375	724500MQFZSYSBC5H178			
XS1401125346	IT	Buzzi Unicem S.p.A., Casale Monferrato	28/04/2023	2,125	5299003DX5YLKSVJ6K59			
XS1853999313	FI	Lietuvos energija UAB	10/07/2028	1,875	5493005RZJHJT5PNHY10			
FR0013378445	FR	Atos SE, Bezons	7/05/2022	0,75	5493001EZOOA66PTBR68			
FR0013378452	FR	Atos SE, Bezons	7/05/2025	1,75	5493001EZOOA66PTBR68			
FR0013378460	FR	Atos SE, Bezons	7/11/2028	2,5	5493001EZOOA66PTBR68			
XS1898256257	FR	Schlumberger Fin. France SAS	18/02/2026	1	9695001SZIOZQ9ZXF834			
XS1900101046	BE	Royal Schiphol Group N.V.	5/11/2030	1,5	724500XSMG4AYQ8NDK42			
XS1910245593	DE	BMW Finance N.V.	14/01/2022	0,25	5299006ZHG3IXU0PNJ56			
XS1910245676	DE	BMW Finance N.V.	14/11/2024	1	5299006ZHG3IXU0PNJ56			
XS1910947941	DE	Volkswagen Intl Finance N.V.	16/11/2024	1,003	5299004PWNHKYTR23649			
XS1910948162	DE	Volkswagen Intl Finance N.V.	16/11/2027	2,625	5299004PWNHKYTR23649			
XS1910948329	DE	Volkswagen Intl Finance N.V.	18/11/2030	3,25	5299004PWNHKYTR23649			
XS1910948675	DE	Volkswagen Intl Finance N.V.	16/11/2038	4,125	5299004PWNHKYTR23649			
XS1903442744	FI	ESB Finance DAC	5/11/2033	2,125	635400VCPRSU89DLMZ57			
XS1917358621	DE	Deutsche Post AG	5/12/2028	1,625	8ER8GIG7CSMVD8VUFE78			
FR0013383213	FR	Carrefour SA	4/05/2026	1,75	549300B8P6MUJ1YWTS08			
FR0013385473	FR	Veolia Environnement S.A.	7/01/2030	1,94	969500LENY69X51OOT31			
FR0013385655	FR	Edenred S.A.	6/03/2026	1,875	9695006LOD5B2D7Y0N70			
AT0000A24UY3	FI	Borealis AG	10/12/2025	1,75	549300TAT2TADBW0WR70			
FR0010922534	FR	Schneider Electric SE	20/07/2020	3,625	969500A1YF1XUYYXS284			
BE0002629104	BE	Elia System Operator S.A./N.V.	14/01/2026	1,375	549300A3EZXECDLW2V25			
XS1936139770	DE	Deutsche Bahn Finance B.V.	18/12/2028	1,125	52990002BAIDUAIIYU29			
FR0013396876	FR	Schneider Electric SE	15/01/2028	1,5	969500A1YF1XUYYXS284			
XS1946004451	ES	Telefonica Emisiones S.A.U.	5/02/2024	1,069	549300Y5MFC4SW5Z3K71			
XS1958214964	BE	Paccar Financial Europe B.V.	7/03/2022	0,125	Q47A62EK6GMSID3Y8C39			
XS1953833750	FI	Elisa Oyj	26/02/2026	1,125	743700TU2S3DXWGU7H32			
BE6312821612	BE	Anheuser-Busch InBev S.A./N.V.	1/07/2027	1,125	5493008H3828EMEXB082			
BE6312822628	BE	Anheuser-Busch InBev S.A./N.V.	28/03/2031	1,65	5493008H3828EMEXB082			
FR0013409851	FR	Sanofi S.A.	21/03/2034	1,25	549300E9PC51EN656011			
XS1936208419	DE	Fresenius SE & Co. KGaA	15/02/2029	2,875	XDFJ0CYCOO1FXRFTQS51			
XS1955187692	DE	Siemens Financieringsmaatschappij N.V.	28/02/2024	0,3	TAFO772JB70PDRN5VS48			
FR0013409836	FR	Sanofi S.A.	21/03/2022	0	549300E9PC51EN656011			
XS1979288328	BE	ABB Finance B.V.	12/10/2020	0	5493004JXXFB454B6L79			
XS1936208252	DE	Fresenius SE & Co. KGaA	15/02/2025	1,875	XDFJ0CYCOO1FXRFTQS51			
XS1960685383	FI	Nokia Oyj, Espoo	11/03/2026	2	549300A0JPRWG1KI7U06			
XS1937665955	IT	ENEL Finance Intl N.V.	21/07/2025	1,5	0YQH6LCEF474UTUV4B96			
XS0809847667	BE	Akzo Nobel N.V.	27/07/2022	2,625	724500XYIJUGXAA5QD70			
XS1980270810	IT	Terna Rete Elettrica Nazio.SpA	10/04/2026	1	8156009E94ED54DE7C31			
DE000A2YB699	DE	Dummy issuer - Bond received in agency SL	26/03/2022	1,125	549300Q7E782X7GC1P43			
XS1957442541	IT	Snam S.p.A.	28/08/2025	1,25	8156002278562044AF79			
DE000A2YB7A7	DE	Dummy issuer - Bond received in agency SL	26/03/2024	1,875	549300Q7E782X7GC1P43			
XS1995781546	BE	Coca Cola HBC Finance B.V.	14/05/2027	1	549300BXVNOCYQ83FU09			
XS2001175657	BE	Koninklijke Philips N.V.	22/05/2026	0,5	H1FJE8H61JGM1JSGM897			
XS1967636199	ES	Abertis Infraestructuras SA	27/03/2031	3	549300GKFVWI02JQ5332			
XS1995662027	BE	Adecco Intl Fin. Serv. B.V.	20/11/2029	1,25	549300PDNGPM4PIAUK57			
XS1967635977	ES	Abertis Infraestructuras SA	27/09/2027	2,375	549300GKFVWI02JQ5332			
XS1996268253	FI	Eaton Capital Unlimited Co.	14/05/2021	0,021	549300OLS85LSODKAF64			
DE000A2YB7B5	DE	Schaeffler AG	26/03/2027	2,875	549300Q7E782X7GC1P43			
XS1996435688	ES	CEPSA Finance, S.Aflds	16/02/2025	1	959800QEUH8V5SPPCB45			
XS2002491780	BE	TenneT Holding BV	3/06/2030	0,875	724500LTUWK3JQG63903			
XS2009943379	BE	Euronext N.V.	12/06/2029	1,125	724500QJ4QSZ3H9QU415			
XS2014382845	BE	Alliander N.V.	24/06/2032	0,875	724500XBZ9QOPTI11U82			
XS2019976070	BE	ENEXIS Holding NV	2/07/2031	0,75	7245009Q5867Q0YC9Q13			
XS2018636600	BE	Koninklijke Ahold Delhaize N.V.	26/06/2025	0,25	724500C9GNBV20UYRX36			
DE000A2RYD91	DE	Daimler Intl Finance B.V.	26/06/2026	1,375	529900RUGCXMPEENHQ31			
XS2025466413	ES	Abertis Infraestructuras SA	15/07/2025	0,625	549300GKFVWI02JQ5332			
DE000A2RYD83	DE	Daimler Intl Finance B.V.	27/02/2023	0,625	529900RUGCXMPEENHQ31			
XS1955187775	DE	Siemens Financieringsmaatschappij N.V.	28/02/2028	0,9	TAFO772JB70PDRN5VS48			
XS2032727310	IT	Italgas S.P.A.	24/04/2030	0,875	815600F25FF44EF1FA76			
XS2025480596	ES	Abertis Infraestructuras SA	15/07/2029	1,625	549300GKFVWI02JQ5332			
XS2035620710	ES	Repsol Intl Finance B.V.	2/08/2027	0,25	5493002YCY6HTK0OUR29			
XS1961772560	ES	Telefonica Emisiones S.A.U.	12/03/2029	1,788	549300Y5MFC4SW5Z3K71			
XS2001278899	IT	ACEA S.p.A.	23/05/2028	1,75	549300Q3448N041CTH56			
XS2033351995	IT	Terna Rete Elettrica Nazio.SpA	25/07/2025	0,125	8156009E94ED54DE7C31			
XS1967635621	ES	Abertis Infraestructuras SA	27/06/2024	1,5	549300GKFVWI02JQ5332			
XS1577727164	FI	Nokia Oyj, Espoo	15/03/2021	1	549300A0JPRWG1KI7U06			
BE6315847804	BE	Solvay S.A.	6/09/2029	0,5	549300MMVL80RTBP3O28			
XS2047479469	DE	HELLA GmbH & Co. KGaA	26/01/2027	0,5	529900PLX4ADJFWIY024			
DE000A2RWAX4	DE	Allianz Finance II B.V.	15/01/2026	0,875	529900C9NVPTCPDI1D65			
DE000A2TR083	DE	Daimler AG	27/02/2031	2	529900R27DL06UVNT076			
XS2024715794	DE	Deutsche Telekom AG, Bonn	5/07/2027	0,5	549300V9QSIG4WX4GJ96			
XS1956027947	FI	Fortum Oyj, Helsinki	27/02/2029	2,125	635400IUIZZIUJSAMF76			
XS2004381245	FR	Total Capital International S.A.	31/05/2039	1,535	549300U37G2I8G4RUG09			
XS2010044209	BE	Schlumberger Finance B.V.	15/10/2031	0,5	5299003L3TGTOIYBX911			
XS2010045198	BE	Schlumberger Finance B.V.	15/10/2027	0,25	5299003L3TGTOIYBX911			
XS2010045271	BE	Schlumberger Finance B.V.	15/10/2024	0	5299003L3TGTOIYBX911			
XS2047619064	BE	PostNL NV	23/09/2026	0,625	724500Q41FHN0P1GPC53			
XS1969600748	BE	CNH Industrial Finance Euro.SA	25/03/2027	1,75	5493007GVB1I2FDSS786			
XS2002491863	BE	TenneT Holding BV	3/06/2039	1,5	724500LTUWK3JQG63903			
XS2022084367	BE	CNH Industrial Finance Euro.SA	3/07/2029	1,625	5493007GVB1I2FDSS786			
XS2049726990	DE	Deutsche Lufthansa AG	6/09/2024	0,25	529900PH63HYJ86ASW55			
XS1901055472	DE	EnBW International Finance BV	31/10/2033	1,875	724500CNCIO1ZTJ0X675			
FR0013428513	FR	Engie S.A.	21/06/2039	1,375	LAXUQCHT4FH58LRZDY46			
XS2020608548	IT	Hera S.p.A.	5/07/2027	0,875	8156009414FD99443B48			
XS2023872174	BE	Aroundtown SA	9/07/2025	0,625	529900H4DWG3KWMBMQ39			
XS2023873149	BE	Aroundtown SA	9/07/2028	1,45	529900H4DWG3KWMBMQ39			
XS2060691040	BE	Nederlandse Gasunie, N.V.	3/10/2031	0,375	724500MQFZSYSBC5H178			
XS2055728054	DE	BMW Finance N.V.	24/09/2027	0,375	5299006ZHG3IXU0PNJ56			
FR0013452620	FR	Suez S.A.	14/10/2031	0,5	549300JQIZM6CL7POC81			
XS2004381674	FR	Total Capital International S.A.	31/05/2028	0,696	549300U37G2I8G4RUG09			
XS2052310054	BE	LYB International Finance II	17/09/2026	0,875	549300ZSNDBYN4Z4VZ93			
DE000A2YNZW8	DE	Daimler AG	8/11/2026	0,375	529900R27DL06UVNT076			
XS1955187858	DE	Siemens Financieringsmaatschappij N.V.	28/02/2031	1,25	TAFO772JB70PDRN5VS48			
XS1956028168	FI	Fortum Oyj, Helsinki	27/02/2023	0,875	635400IUIZZIUJSAMF76			
XS2009861480	FI	ESB Finance DAC	11/06/2030	1,125	635400VCPRSU89DLMZ57			
FR0013405347	FR	LVMH Moët Henn. L. Vuitton SE	28/02/2023	0,125	IOG4E947OATN0KJYSD45			
FR0013428067	FR	Air Liquide Finance	20/06/2030	0,625	549300YGXL5Z3R14K812			
FR0013444775	FR	Engie S.A.	4/03/2027	0	LAXUQCHT4FH58LRZDY46			
XS2052313827	BE	LYB International Finance II	17/09/2031	1,625	549300ZSNDBYN4Z4VZ93			
XS2056374353	BE	Mondelez Intl Hldgs Nether. BV	1/10/2031	0,875	549300CW356R8I7N8D33			
XS2056572154	BE	CK Hutchison Grp Tele.Fin. SA	17/10/2023	0,375	254900OM17Q9YNDIUG82			
XS2057069093	BE	CK Hutchison Grp Tele.Fin. SA	17/04/2026	0,75	254900OM17Q9YNDIUG82			
XS2057069762	BE	CK Hutchison Grp Tele.Fin. SA	17/10/2028	1,125	254900OM17Q9YNDIUG82			
XS2057070182	BE	CK Hutchison Grp Tele.Fin. SA	17/10/2031	1,5	254900OM17Q9YNDIUG82			
XS2078734626	BE	Shell International Finance BV	8/11/2027	0,125	213800ITMMKU4Z7I4F78			
XS2078735276	BE	Shell International Finance BV	8/11/2031	0,5	213800ITMMKU4Z7I4F78			
XS2078735433	BE	Shell International Finance BV	8/11/2039	0,875	213800ITMMKU4Z7I4F78			
DE000A2R9ZT1	DE	Daimler Intl Finance B.V.	6/11/2023	0,25	529900RUGCXMPEENHQ31			
DE000A2R9ZU9	DE	Daimler Intl Finance B.V.	6/05/2027	0,625	529900RUGCXMPEENHQ31			
DE000A2YPFU9	DE	Daimler AG	6/11/2031	1,125	529900R27DL06UVNT076			
XS0438844093	DE	EnBW International Finance BV	7/07/2039	6,125	724500CNCIO1ZTJ0X675			
XS1948611840	DE	BMW Finance N.V.	6/02/2029	1,5	5299006ZHG3IXU0PNJ56			
XS2049616548	DE	Siemens Financieringsmaatschappij N.V.	5/09/2024	0	TAFO772JB70PDRN5VS48			
XS2055727916	DE	BMW Finance N.V.	24/03/2023	0	5299006ZHG3IXU0PNJ56			
XS2020583618	ES	Telefonica Emisiones S.A.U.	1/07/2039	1,957	549300Y5MFC4SW5Z3K71			
XS1956037664	FI	Fortum Oyj, Helsinki	27/02/2026	1,625	635400IUIZZIUJSAMF76			
XS1996269061	FI	Eaton Capital Unlimited Co.	14/05/2025	0,697	549300OLS85LSODKAF64			
XS2042667944	FI	Kerry Group Financial Services	20/09/2029	0,625	635400SE9OHFJ8SLDG45			
FR0013404571	FR	Autoroutes du Sud de la France	21/02/2031	1,375	213800U12KWYZEECZ934			
FR0013405040	FR	Unibail-Rodamco SE	27/02/2034	1,75	969500SHQITWXSIS7N89			
FR0013431715	FR	Unibail-Rodamco SE	1/07/2049	1,75	969500SHQITWXSIS7N89			
FR0013444536	FR	Dassault Systemes	16/09/2024	0	96950065LBWY0APQIM86			
FR0013444544	FR	Dassault Systemes	16/09/2026	0,125	96950065LBWY0APQIM86			
FR0013444551	FR	Dassault Systemes	16/09/2029	0,375	96950065LBWY0APQIM86			
FR0013455813	FR	Engie S.A.	24/10/2030	0,5	LAXUQCHT4FH58LRZDY46			
FR0013455821	FR	Engie S.A.	24/10/2041	1,25	LAXUQCHT4FH58LRZDY46			
XS2026171079	IT	Ferrovie dello Stato Ital.SpA	9/07/2026	1,125	549300J4SXC5ALCJM731			
XS2051660335	IT	Snam S.p.A.	12/05/2024	0	8156002278562044AF79			
XS2051660509	IT	Snam S.p.A.	12/09/2034	1	8156002278562044AF79			
XS2065601937	IT	Iren S.p.A.	14/10/2029	0,875	8156001EBD33FD474E60			
FR0013428489	FR	Engie S.A.	21/06/2027	0,375	LAXUQCHT4FH58LRZDY46			
FR0013456621	FR	Unibail-Rodamco SE	29/03/2032	0,875	969500SHQITWXSIS7N89			
XS2026150313	IT	A2A S.p.A.	16/07/2029	1	81560076E3944316DB24			
XS2082323630	BE	ArcelorMittal  S.A	19/05/2023	1	2EULGUTUI56JI9SAL165			
XS2082324018	BE	ArcelorMittal  S.A	19/11/2025	1,75	2EULGUTUI56JI9SAL165			
XS2082345955	BE	Coca Cola HBC Finance B.V.	21/11/2029	0,625	549300BXVNOCYQ83FU09			
XS2010039381	DE	ZF Europe Finance B.V	23/02/2026	2	549300RI533US2G6G542			
XS2010447238	DE	BMW Finance N.V.	13/07/2026	0,75	5299006ZHG3IXU0PNJ56			
XS2079678400	BE	Stedin Holding N.V.	14/11/2029	0,5	724500R5IP6TFKTNRU48			
DE000A254P51	DE	LEG Immobilien AG	28/11/2027	0,875	391200SO40AKONBO0Z96			
DE000A254P69	DE	LEG Immobilien AG	28/11/2034	1,625	391200SO40AKONBO0Z96			
XS2010039894	DE	ZF Europe Finance B.V	23/10/2029	3	549300RI533US2G6G542			
XS2010039977	DE	ZF Europe Finance B.V	23/10/2027	2,5	549300RI533US2G6G542			
XS2010040124	DE	ZF Europe Finance B.V	23/10/2023	1,25	549300RI533US2G6G542			
XS2049616464	DE	Siemens Financieringsmaatschappij N.V.	5/09/2021	0	TAFO772JB70PDRN5VS48			
XS2049616621	DE	Siemens Financieringsmaatschappij N.V.	5/09/2029	0,125	TAFO772JB70PDRN5VS48			
XS2083146964	DE	Albemarle New Holding GmbH	25/11/2025	1,125	549300SIM4N1U1700V02			
XS2083147343	DE	Albemarle New Holding GmbH	25/11/2028	1,625	549300SIM4N1U1700V02			
XS2084488209	DE	Fresenius Medical Care AG and Co. KGaA, Bad Homburg	29/11/2029	1,25	549300CP8NY40UP89Q40			
XS2084497705	DE	Fresenius Medical Care AG and Co. KGaA, Bad Homburg	30/11/2026	0,625	549300CP8NY40UP89Q40			
XS2084510069	DE	Fresenius Medical Care AG and Co. KGaA, Bad Homburg	29/11/2023	0,25	549300CP8NY40UP89Q40			
XS2055651918	ES	Abertis Infraestructuras SA	26/03/2028	1,125	549300GKFVWI02JQ5332			
XS2083976139	ES	Naturgy Finance B.V.	28/11/2029	0,75	2138005FTXOJUBQ5J563			
FR0013462728	FR	Ceetrus S.A	26/11/2026	2,75	5493007LOTJ0I8E94R81			
XS2049090595	DE	Vier Gas Transport GmbH	10/09/2029	0,125	529900AGED6PJE9AVL37			
FR0013409844	FR	Sanofi S.A.	21/03/2029	0,875	549300E9PC51EN656011			
FR0013444502	FR	Dassault Systemes	16/09/2022	0	96950065LBWY0APQIM86			
DE000A2SBDE0	BE	JAB Holdings B.V.	20/12/2027	1	529900RRNKUM3INJGF98			
DE000A2SBDF7	BE	JAB Holdings B.V.	19/12/2039	2,25	529900RRNKUM3INJGF98			
XS2093242373	DE	Siemens Financieringsmaatschappij N.V.	17/12/2021	0,162	TAFO772JB70PDRN5VS48			
XS1981060624	IT	ERG S.p.A	11/04/2025	1,875	8156004604684CA44A90			
XS2090807293	IT	Italgas S.P.A.	11/12/2031	1	815600F25FF44EF1FA76			
DE000A2YNZX6	DE	Daimler AG	8/02/2030	0,75	529900R27DL06UVNT076			
XS2088659789	FI	Gas Networks Ireland	4/12/2024	0,125	54930043FTE0M50CGG56			
FR0011842913	FR	EssilorLuxottica S.A.	9/04/2024	2,375	549300M3VH1A3ER1TB49			
FR0011842939	FR	EssilorLuxottica S.A.	9/04/2021	1,75	549300M3VH1A3ER1TB49			
FR0013463643	FR	EssilorLuxottica S.A.	27/05/2023	0	549300M3VH1A3ER1TB49			
FR0013463650	FR	EssilorLuxottica S.A.	27/05/2025	0,125	549300M3VH1A3ER1TB49			
FR0013463668	FR	EssilorLuxottica S.A.	27/11/2027	0,375	549300M3VH1A3ER1TB49			
FR0013463676	FR	EssilorLuxottica S.A.	27/11/2031	0,75	549300M3VH1A3ER1TB49			
FR0013465424	FR	Electricité de France (E.D.F.)	9/12/2049	2	549300X3UK4GG3FNMO06			
XS1730873731	BE	ArcelorMittal  S.A	17/01/2023	0,95	2EULGUTUI56JI9SAL165			
XS1995795504	BE	Coca Cola HBC Finance B.V.	14/05/2031	1,625	549300BXVNOCYQ83FU09			
XS2100663223	BE	Digital Dutch Finco BV	15/10/2022	0,125	549300ONZ5IS6B6IMJ70			
XS2100663579	BE	Digital Dutch Finco BV	15/07/2025	0,625	549300ONZ5IS6B6IMJ70			
XS2100664114	BE	Digital Dutch Finco BV	15/03/2030	1,5	549300ONZ5IS6B6IMJ70			
DE000A28RSQ8	DE	Allianz Finance II B.V.	14/01/2025	0	529900C9NVPTCPDI1D65			
DE000A28RSR6	DE	Allianz Finance II B.V.	14/01/2031	0,5	529900C9NVPTCPDI1D65			
XS2101357072	DE	Fresenius SE & Co. KGaA	15/01/2028	0,75	XDFJ0CYCOO1FXRFTQS51			
XS2102355588	DE	BMW Finance N.V.	14/04/2023	0	5299006ZHG3IXU0PNJ56			
XS2102357014	DE	BMW Finance N.V.	14/01/2027	0,375	5299006ZHG3IXU0PNJ56			
XS2102357105	DE	BMW Finance N.V.	14/01/2032	0,875	5299006ZHG3IXU0PNJ56			
XS2102916793	DE	Merck Financial Services GmbH	16/07/2025	0,125	549300OELEN3ZS5RB682			
XS2102932055	DE	Merck Financial Services GmbH	16/07/2028	0,5	549300OELEN3ZS5RB682			
FR0013476595	FR	Veolia Environnement S.A.	15/01/2031	0,664	969500LENY69X51OOT31			
XS1936308391	BE	ArcelorMittal  S.A	17/01/2024	2,25	2EULGUTUI56JI9SAL165			
XS2049146215	DE	Vier Gas Transport GmbH	10/09/2034	0,5	529900AGED6PJE9AVL37			
XS2102380776	DE	Deutsche Bahn Finance Gmbh	16/07/2035	0,75	52990002BAIDUAIIYU29			
XS2102934697	ES	Cellnex Telecom S.A.	20/04/2027	1	5493008T4YG3AQUI7P67			
XS2103013210	ES	Red Eléctrica Financ. S.A.U.	24/07/2028	0,375	9598006P00EGK6U2SG18			
XS2013626010	FI	Zurich Finance (Ireland) DAC	17/06/2039	1,625	549300E0FVHYR37EGX65			
XS2046736752	FI	Atlas Copco Finance DAC	3/09/2029	0,125	549300ZF2VKZ1G5T2U85			
FR0013015559	FR	Schneider Electric SE	13/10/2025	1,841	969500A1YF1XUYYXS284			
FR0013405032	FR	Unibail-Rodamco SE	27/02/2027	1	969500SHQITWXSIS7N89			
FR0013424868	FR	Vivendi S.A.	11/06/2025	0,625	969500FU4DRAEVJW7U54			
DE000A2R7JD3	DE	Vonovia Finance B.V.	14/09/2029	0,5	5299009XLZLD9TALOZ03			
DE000A2R7JE1	DE	Vonovia Finance B.V.	14/09/2034	1,125	5299009XLZLD9TALOZ03			
DE000A2RWAY2	DE	Allianz Finance II B.V.	15/01/2030	1,5	529900C9NVPTCPDI1D65			
DE000A2TSDD4	DE	Deutsche Telekom AG, Bonn	25/03/2026	0,875	549300V9QSIG4WX4GJ96			
XS2023644540	DE	Merck Financial Services GmbH	5/07/2031	0,875	549300OELEN3ZS5RB682			
XS2056430874	DE	Continental AG	27/06/2025	0,375	529900A7YD9C0LLXM621			
XS2020581752	ES	International Consolidated Airlines Group	4/07/2027	1,5	959800TZHQRUSH1ESL13			
FR0013419736	FR	Carrefour SA	17/05/2027	1	549300B8P6MUJ1YWTS08			
FR0013433679	FR	Orange S.A.	11/07/2034	1,2	969500MCOONR8990S771			
XS2112289207	ES	Telefonica Emisiones S.A.U.	3/02/2030	0,664	549300Y5MFC4SW5Z3K71			
XS2113911387	ES	Abertis Infraestructuras SA	7/02/2028	1,25	549300GKFVWI02JQ5332			
FR0012516417	FR	Wendel S.A.	9/02/2027	2,5	969500M98ZMIZYJD5O34			
FR0013444676	FR	Orange S.A.	4/09/2026	0	969500MCOONR8990S771			
XS2114807691	BE	Tyco Electronics Group S.A.	14/02/2025	0	C33G1C5SYE2YM95EE712			
FR0013444692	FR	Orange S.A.	4/09/2049	1,375	969500MCOONR8990S771			
FR0013482809	FR	LVMH Moët Henn. L. Vuitton SE	11/02/2022	0	IOG4E947OATN0KJYSD45			
FR0013482817	FR	LVMH Moët Henn. L. Vuitton SE	11/02/2024	0	IOG4E947OATN0KJYSD45			
FR0013482825	FR	LVMH Moët Henn. L. Vuitton SE	11/02/2026	0	IOG4E947OATN0KJYSD45			
FR0013482833	FR	LVMH Moët Henn. L. Vuitton SE	11/02/2028	0,125	IOG4E947OATN0KJYSD45			
FR0013482841	FR	LVMH Moët Henn. L. Vuitton SE	11/02/2031	0,375	IOG4E947OATN0KJYSD45			
XS2107315470	IT	ENI S.p.A.	23/01/2030	0,625	BUCRF72VH5RBN7X3VL35			
XS2113700921	IT	ACEA S.p.A.	6/04/2029	0,5	549300Q3448N041CTH56			
XS2115092954	BE	Whirlpool Finance Luxembourg S.a.r.l.	20/02/2028	0,5	549300KCJ74PW78SNI52			
XS2118273601	DE	Siemens Financieringsmaatschappij N.V.	20/02/2032	0,5	TAFO772JB70PDRN5VS48			
XS2118276026	DE	Siemens Financieringsmaatschappij N.V.	20/02/2029	0,25	TAFO772JB70PDRN5VS48			
XS2118276539	DE	Siemens Financieringsmaatschappij N.V.	20/02/2023	0	TAFO772JB70PDRN5VS48			
XS2118280218	DE	Siemens Financieringsmaatschappij N.V.	20/02/2026	0	TAFO772JB70PDRN5VS48			
FR0013424876	FR	Vivendi S.A.	11/12/2028	1,125	969500FU4DRAEVJW7U54			
XS2010032378	BE	ASML Holding N.V.	25/02/2030	0,25	724500Y6DUVHQD6OXN27			
FR0013430741	FR	Klepierre	1/07/2030	0,625	969500PB4U31KEFHZ621			
XS2010032535	BE	Schlumberger Finance B.V.	15/10/2031	0,5	5299003L3TGTOIYBX911			
XS2010032709	BE	Schlumberger Finance B.V.	15/10/2027	0,25	5299003L3TGTOIYBX911			
XS2010331101	BE	John Deere Cash Management SA	13/06/2039	1,65	54930045CRYTH0OUOH72			
